001A,9999.00
002A,9999.00
003A,9999.00
004A,9999.00
005A,9999.00
006A,9999.00
007A,9999.00
008A,9999.00
009A,9999.00
010A,9999.00
011A,9999.00
012A,9999.00
013A,9999.00
014A,9999.00
015A,9999.00
016A,9999.00
017A,9999.00
018A,9999.00
019A,9999.00
020A,9999.00
021A,9999.00
022A,9999.00
023A,9999.00
024A,5.94
025A,9999.00
026A,9999.00
027A,9999.00
028A,9999.00
029A,4.79
030A,9999.00
031A,9999.00
032A,9999.00
033A,26.01
034A,9999.00
035A,9999.00
036A,9999.00
037A,9999.00
038A,15.74
039A,9999.00
040A,9999.00
041A,9999.00
042A,9999.00
043A,9999.00
044A,12.71
045A,9999.00
046A,9999.00
047A,9999.00
048A,9999.00
049A,9999.00
050A,9999.00
051A,9999.00
052A,9999.00
053A,9999.00
054A,9999.00
055A,9999.00
056A,9999.00
057A,9999.00
058A,9999.00
059A,9999.00
060A,9999.00
061A,9999.00
062A,9999.00
063A,9999.00
064A,9999.00
065A,9999.00
066A,9999.00
067A,9999.00
068A,9999.00
069A,9999.00
070A,9999.00
071A,5.94
072A,9999.00
073A,9999.00
074A,9999.00
075A,9999.00
076A,4.79
077A,9999.00
078A,9999.00
079A,9999.00
080A,26.01
081A,9999.00
082A,9999.00
083A,9999.00
084A,9999.00
085A,15.74
086A,9999.00
087A,9999.00
088A,9999.00
089A,9999.00
090A,9999.00
091A,12.71
092A,9999.00
093A,9999.00
094A,9999.00
095A,9999.00
096A,9999.00
097A,9999.00
098A,9999.00
099A,9999.00
100A,9999.00
101A,9999.00
102A,9999.00
103A,9999.00
104A,9999.00
105A,9999.00
106A,9999.00
107A,9999.00
108A,9999.00
109A,9999.00
110A,9999.00
111A,9999.00
112A,9999.00
113A,9999.00
114A,9999.00
115A,9999.00
116A,9999.00
117A,9999.00
118A,5.94
119A,9999.00
120A,9999.00
121A,9999.00
122A,9999.00
123A,4.79
124A,9999.00
125A,9999.00
126A,9999.00
127A,26.01
128A,9999.00
129A,9999.00
130A,9999.00
131A,9999.00
132A,15.74
133A,9999.00
134A,9999.00
135A,9999.00
136A,9999.00
137A,9999.00
138A,12.71
139A,9999.00
140A,9999.00
141A,9999.00
142A,9999.00
143A,9999.00
144A,9999.00
145A,9999.00
146A,9999.00
147A,9999.00
148A,9999.00
149A,9999.00
150A,9999.00
151A,9999.00
152A,9999.00
153A,9999.00
154A,9999.00
155A,9999.00
156A,9999.00
157A,9999.00
158A,9999.00
159A,9999.00
160A,9999.00
161A,9999.00
162A,9999.00
163A,9999.00
164A,9999.00
165A,5.94
166A,9999.00
167A,9999.00
168A,9999.00
169A,9999.00
170A,4.79
171A,9999.00
172A,9999.00
173A,9999.00
174A,26.01
175A,9999.00
176A,9999.00
177A,9999.00
178A,9999.00
179A,15.74
180A,9999.00
181A,9999.00
182A,9999.00
183A,9999.00
184A,9999.00
185A,12.71
186A,9999.00
187A,9999.00
188A,9999.00
001B,9999.00
002B,9999.00
003B,9999.00
004B,9999.00
005B,9999.00
006B,21.71
007B,9999.00
008B,9999.00
009B,9999.00
010B,9999.00
011B,9999.00
012B,26.84
013B,9999.00
014B,9999.00
015B,9999.00
016B,9999.00
017B,9999.00
018B,9999.00
019B,9999.00
020B,146.59
021B,9999.00
022B,9999.00
023B,9999.00
024B,9999.00
025B,9999.00
026B,9999.00
027B,9999.00
028B,9999.00
029B,9999.00
030B,9999.00
031B,9999.00
032B,9999.00
033B,9999.00
034B,9999.00
035B,9999.00
036B,9999.00
037B,9999.00
038B,9999.00
039B,9999.00
040B,9999.00
041B,9999.00
042B,9999.00
043B,9999.00
044B,9999.00
045B,9999.00
046B,9999.00
047B,9999.00
048B,9999.00
049B,9999.00
050B,9999.00
051B,9999.00
052B,9999.00
053B,21.71
054B,9999.00
055B,9999.00
056B,9999.00
057B,9999.00
058B,9999.00
059B,26.84
060B,9999.00
061B,9999.00
062B,9999.00
063B,9999.00
064B,9999.00
065B,9999.00
066B,9999.00
067B,146.59
068B,9999.00
069B,9999.00
070B,9999.00
071B,9999.00
072B,9999.00
073B,9999.00
074B,9999.00
075B,9999.00
076B,9999.00
077B,9999.00
078B,9999.00
079B,9999.00
080B,9999.00
081B,9999.00
082B,9999.00
083B,9999.00
084B,9999.00
085B,9999.00
086B,9999.00
087B,9999.00
088B,9999.00
089B,9999.00
090B,9999.00
091B,9999.00
092B,9999.00
093B,9999.00
094B,9999.00
095B,9999.00
096B,9999.00
097B,9999.00
098B,9999.00
099B,9999.00
100B,21.71
101B,9999.00
102B,9999.00
103B,9999.00
104B,9999.00
105B,9999.00
106B,26.84
107B,9999.00
108B,9999.00
109B,9999.00
110B,9999.00
111B,9999.00
112B,9999.00
113B,9999.00
114B,146.59
115B,9999.00
116B,9999.00
117B,9999.00
118B,9999.00
119B,9999.00
120B,9999.00
121B,9999.00
122B,9999.00
123B,9999.00
124B,9999.00
125B,9999.00
126B,9999.00
127B,9999.00
128B,9999.00
129B,9999.00
130B,9999.00
131B,9999.00
132B,9999.00
133B,9999.00
134B,9999.00
135B,9999.00
136B,9999.00
137B,9999.00
138B,9999.00
139B,9999.00
140B,9999.00
141B,9999.00
142B,9999.00
143B,9999.00
144B,9999.00
145B,9999.00
146B,9999.00
147B,21.71
148B,9999.00
149B,9999.00
150B,9999.00
151B,9999.00
152B,9999.00
153B,26.84
154B,9999.00
155B,9999.00
156B,9999.00
157B,9999.00
158B,9999.00
159B,9999.00
160B,9999.00
161B,146.59
162B,9999.00
163B,9999.00
164B,9999.00
165B,9999.00
166B,9999.00
167B,9999.00
168B,9999.00
169B,9999.00
170B,9999.00
171B,9999.00
172B,9999.00
173B,9999.00
174B,9999.00
175B,9999.00
176B,9999.00
177B,9999.00
178B,9999.00
179B,9999.00
180B,9999.00
181B,9999.00
182B,9999.00
183B,9999.00
184B,9999.00
185B,9999.00
186B,9999.00
187B,9999.00
188B,9999.00
001C,9999.00
002C,9999.00
003C,9999.00
004C,9999.00
005C,9999.00
006C,24.04
007C,9999.00
008C,9999.00
009C,9999.00
010C,9999.00
011C,9999.00
012C,29.72
013C,9999.00
014C,9999.00
015C,9999.00
016C,9999.00
017C,9999.00
018C,9999.00
019C,9999.00
020C,162.30
021C,9999.00
022C,9999.00
023C,9999.00
024C,9999.00
025C,9999.00
026C,9999.00
027C,9999.00
028C,9999.00
029C,9999.00
030C,9999.00
031C,9999.00
032C,9999.00
033C,9999.00
034C,9999.00
035C,9999.00
036C,9999.00
037C,9999.00
038C,9999.00
039C,9999.00
040C,9999.00
041C,9999.00
042C,9999.00
043C,9999.00
044C,9999.00
045C,9999.00
046C,9999.00
047C,9999.00
048C,9999.00
049C,9999.00
050C,9999.00
051C,9999.00
052C,9999.00
053C,24.04
054C,9999.00
055C,9999.00
056C,9999.00
057C,9999.00
058C,9999.00
059C,29.72
060C,9999.00
061C,9999.00
062C,9999.00
063C,9999.00
064C,9999.00
065C,9999.00
066C,9999.00
067C,162.30
068C,9999.00
069C,9999.00
070C,9999.00
071C,9999.00
072C,9999.00
073C,9999.00
074C,9999.00
075C,9999.00
076C,9999.00
077C,9999.00
078C,9999.00
079C,9999.00
080C,9999.00
081C,9999.00
082C,9999.00
083C,9999.00
084C,9999.00
085C,9999.00
086C,9999.00
087C,9999.00
088C,9999.00
089C,9999.00
090C,9999.00
091C,9999.00
092C,9999.00
093C,9999.00
094C,9999.00
095C,9999.00
096C,9999.00
097C,9999.00
098C,9999.00
099C,9999.00
100C,24.04
101C,9999.00
102C,9999.00
103C,9999.00
104C,9999.00
105C,9999.00
106C,29.72
107C,9999.00
108C,9999.00
109C,9999.00
110C,9999.00
111C,9999.00
112C,9999.00
113C,9999.00
114C,162.30
115C,9999.00
116C,9999.00
